"","OfferID","CategoryID","ShopID","PaymentID","BankID","PaymentMode","MerchantID","LMDID","OfferTitle","OfferDesc","TnC1","TnC2","TnC3","TnC4","TnC5","GeneralOfferTnC","Online_Offline","OfferImgUrl1","OfferImgUrl2","OfferImgUrl3","OfferImpactIndex","OfferStartDate","OfferEndDate","CouponType","OfferType","OfferActiveFlag","OfferAddDate","CategoriesCSV","Bank","ShopName","Address","Landmark","Area","City","Pincode","Latitude","Longitude","State","StartTime","EndTime","OpenMonday","OpenTuesday","OpenWednesday","OpenThursday","OpenFriday","OpenSaturday","OpenSunday","ShopAddDate","Bank_Name","Merchant_name","Merchant_Alexa_rank","Merchant_type","CategoryName","ParentID"
"11",26000,50000,3215,1500,5,"",3000,"","15% discount on a minimum bill of Rs. 300","","This offer is sourced from public domain with very high probability of acceptance. But we still insist you to please call the merchant directly to verify the validity of offer","This offer may not be clubbed with any other ongoing offers.","Please check the HSBC website for detailed T&C","",NA,"This offer is available exclusively to HSBC customers.  Offer is valid on Food & Beverage only, and not on merchandise or combo offers","Offline","",NA,NA,"NULL","01-01-2016","31-12-2016","Deal","Discount","Y","20-01-2016","","","Cafe Coffee Day","Maharani College, Opposite Bata Showroom  ,Devaraja Mohalla, Mysore -570001-","","","Mysore","",12.3143605,76.6398272,"Karnataka","","",1,1,1,1,1,1,1,"20-01-2016","HSBC","Cafe Coffee Day","0","Offline","Food and Beverages",0
"12",26000,50000,3216,1500,5,"",3000,"","15% discount on a minimum bill of Rs. 300","","This offer is sourced from public domain with very high probability of acceptance. But we still insist you to please call the merchant directly to verify the validity of offer","This offer may not be clubbed with any other ongoing offers.","Please check the HSBC website for detailed T&C","",NA,"This offer is available exclusively to HSBC customers.  Offer is valid on Food & Beverage only, and not on merchandise or combo offers","Offline","",NA,NA,"NULL","01-01-2016","31-12-2016","Deal","Discount","Y","20-01-2016","","","Cafe Coffee Day","Infosys Technologies Ltd, Hootagally Po, Hebbal, Mysore - 570017","","","Mysore","",12.3307739,76.6037222,"Karnataka","","",1,1,1,1,1,1,1,"20-01-2016","HSBC","Cafe Coffee Day","0","Offline","Food and Beverages",0
"13",26000,50000,3217,1500,5,"",3000,"","15% discount on a minimum bill of Rs. 300","","This offer is sourced from public domain with very high probability of acceptance. But we still insist you to please call the merchant directly to verify the validity of offer","This offer may not be clubbed with any other ongoing offers.","Please check the HSBC website for detailed T&C","",NA,"This offer is available exclusively to HSBC customers.  Offer is valid on Food & Beverage only, and not on merchandise or combo offers","Offline","",NA,NA,"NULL","01-01-2016","31-12-2016","Deal","Discount","Y","20-01-2016","","","Cafe Coffee Day","Infosys Technologies Ltd, Hootagally Po, Hebbal, Mysore - 570017","","","Mysore","",12.3307739,76.6037222,"Karnataka","","",1,1,1,1,1,1,1,"20-01-2016","HSBC","Cafe Coffee Day","0","Offline","Food and Beverages",0
"14",26000,50000,3218,1500,5,"",3000,"","15% discount on a minimum bill of Rs. 300","","This offer is sourced from public domain with very high probability of acceptance. But we still insist you to please call the merchant directly to verify the validity of offer","This offer may not be clubbed with any other ongoing offers.","Please check the HSBC website for detailed T&C","",NA,"This offer is available exclusively to HSBC customers.  Offer is valid on Food & Beverage only, and not on merchandise or combo offers","Offline","",NA,NA,"NULL","01-01-2016","31-12-2016","Deal","Discount","Y","20-01-2016","","","Cafe Coffee Day","INSIDE Shree Ganesha Arcade, Kalidasa Road, VV Puram, OPP Lakshmi Narasimha Swamy Temple, NEAR ICICI Bank, Mysore, Karnataka, India,  570002","","","Mysore","",12.3319211,76.6268306,"Karnataka","","",1,1,1,1,1,1,1,"20-01-2016","HSBC","Cafe Coffee Day","0","Offline","Food and Beverages",0
"15",26000,50000,3219,1500,5,"",3000,"","15% discount on a minimum bill of Rs. 300","","This offer is sourced from public domain with very high probability of acceptance. But we still insist you to please call the merchant directly to verify the validity of offer","This offer may not be clubbed with any other ongoing offers.","Please check the HSBC website for detailed T&C","",NA,"This offer is available exclusively to HSBC customers.  Offer is valid on Food & Beverage only, and not on merchandise or combo offers","Offline","",NA,NA,"NULL","01-01-2016","31-12-2016","Deal","Discount","Y","20-01-2016","","","Cafe Coffee Day","Cafe Coffee Day, INFOSYS TECHNOLOGIES LTD 
Infosys 4, NO 350, Heball electronic city,
MYSORE - 570018","","","Mysore","",12.3405386,76.5748309,"Karnataka","","",1,1,1,1,1,1,1,"20-01-2016","HSBC","Cafe Coffee Day","0","Offline","Food and Beverages",0
"16",26000,50000,3220,1500,5,"",3000,"","15% discount on a minimum bill of Rs. 300","","This offer is sourced from public domain with very high probability of acceptance. But we still insist you to please call the merchant directly to verify the validity of offer","This offer may not be clubbed with any other ongoing offers.","Please check the HSBC website for detailed T&C","",NA,"This offer is available exclusively to HSBC customers.  Offer is valid on Food & Beverage only, and not on merchandise or combo offers","Offline","",NA,NA,"NULL","01-01-2016","31-12-2016","Deal","Discount","Y","20-01-2016","","","Cafe Coffee Day","MAHINDRA WORLD CITY,LEASER BLOCK,FOOD COURT 3,TECHNO PARK SEZ,NATHAN SUB POST,CHENGALPET-603002-","","","Chennai","",12.6839952,79.9833483,"Tamil Nadu","","",1,1,1,1,1,1,1,"20-01-2016","HSBC","Cafe Coffee Day","0","Offline","Food and Beverages",0
"17",26000,50000,3221,1500,5,"",3000,"","15% discount on a minimum bill of Rs. 300","","This offer is sourced from public domain with very high probability of acceptance. But we still insist you to please call the merchant directly to verify the validity of offer","This offer may not be clubbed with any other ongoing offers.","Please check the HSBC website for detailed T&C","",NA,"This offer is available exclusively to HSBC customers.  Offer is valid on Food & Beverage only, and not on merchandise or combo offers","Offline","",NA,NA,"NULL","01-01-2016","31-12-2016","Deal","Discount","Y","20-01-2016","","","Cafe Coffee Day","Cafe Coffee Day, No.51/2, Ground Floor, Ikon Nursing College  Campus, Hobli, Bheemanahalli,  Bidadi, Bangalore - 562109","","","Bengaluru","",12.7547154,77.4013403,"Karnataka","","",1,1,1,1,1,1,1,"20-01-2016","HSBC","Cafe Coffee Day","0","Offline","Food and Beverages",0
"18",26000,50000,3222,1500,5,"",3000,"","15% discount on a minimum bill of Rs. 300","","This offer is sourced from public domain with very high probability of acceptance. But we still insist you to please call the merchant directly to verify the validity of offer","This offer may not be clubbed with any other ongoing offers.","Please check the HSBC website for detailed T&C","",NA,"This offer is available exclusively to HSBC customers.  Offer is valid on Food & Beverage only, and not on merchandise or combo offers","Offline","",NA,NA,"NULL","01-01-2016","31-12-2016","Deal","Discount","Y","20-01-2016","","","Cafe Coffee Day","old No 35, comprised in old Sy No 86 1D part and present Sy No 86 5 part, ECR Kanathur village, Kanchipuram district,CHENNAI-603112-","","","Chennai","",12.7679896,80.2377078,"Tamil Nadu","","",1,1,1,1,1,1,1,"20-01-2016","HSBC","Cafe Coffee Day","0","Offline","Food and Beverages",0
"19",26000,50000,3229,1500,5,"",3000,"","15% discount on a minimum bill of Rs. 300","","This offer is sourced from public domain with very high probability of acceptance. But we still insist you to please call the merchant directly to verify the validity of offer","This offer may not be clubbed with any other ongoing offers.","Please check the HSBC website for detailed T&C","",NA,"This offer is available exclusively to HSBC customers.  Offer is valid on Food & Beverage only, and not on merchandise or combo offers","Offline","",NA,NA,"NULL","01-01-2016","31-12-2016","Deal","Discount","Y","20-01-2016","","","Cafe Coffee Day","No 122, Village Udaipura Post,  Kanakapura Road, Brigade Meadows  Sallau Huns, Bangalore - 560082","","","Bengaluru","",12.7930129,77.5051501,"Karnataka","","",1,1,1,1,1,1,1,"20-01-2016","HSBC","Cafe Coffee Day","0","Offline","Food and Beverages",0
"20",26000,50000,3230,1500,5,"",3000,"","15% discount on a minimum bill of Rs. 300","","This offer is sourced from public domain with very high probability of acceptance. But we still insist you to please call the merchant directly to verify the validity of offer","This offer may not be clubbed with any other ongoing offers.","Please check the HSBC website for detailed T&C","",NA,"This offer is available exclusively to HSBC customers.  Offer is valid on Food & Beverage only, and not on merchandise or combo offers","Offline","",NA,NA,"NULL","01-01-2016","31-12-2016","Deal","Discount","Y","20-01-2016","","","Cafe Coffee Day","Cafe Coffee Day, Jungle Resorts, Mysore - Bangalore Highway,  Bidadi - 562109","","","Bengaluru","",12.7967717,77.3864668,"Karnataka","","",1,1,1,1,1,1,1,"20-01-2016","HSBC","Cafe Coffee Day","0","Offline","Food and Beverages",0
"21",26000,50000,3233,1500,5,"",3000,"","15% discount on a minimum bill of Rs. 300","","This offer is sourced from public domain with very high probability of acceptance. But we still insist you to please call the merchant directly to verify the validity of offer","This offer may not be clubbed with any other ongoing offers.","Please check the HSBC website for detailed T&C","",NA,"This offer is available exclusively to HSBC customers.  Offer is valid on Food & Beverage only, and not on merchandise or combo offers","Offline","",NA,NA,"NULL","01-01-2016","31-12-2016","Deal","Discount","Y","20-01-2016","","","Cafe Coffee Day","Plot 52, 53, Eletronic City, Hosur Road, Bangalore-560100-","","","Bengaluru","",12.8340962,77.6774033,"Karnataka","","",1,1,1,1,1,1,1,"20-01-2016","HSBC","Cafe Coffee Day","0","Offline","Food and Beverages",0
"22",26000,50000,3234,1500,5,"",3000,"","15% discount on a minimum bill of Rs. 300","","This offer is sourced from public domain with very high probability of acceptance. But we still insist you to please call the merchant directly to verify the validity of offer","This offer may not be clubbed with any other ongoing offers.","Please check the HSBC website for detailed T&C","",NA,"This offer is available exclusively to HSBC customers.  Offer is valid on Food & Beverage only, and not on merchandise or combo offers","Offline","",NA,NA,"NULL","01-01-2016","31-12-2016","Deal","Discount","Y","20-01-2016","","","Cafe Coffee Day","Wipro Technologies, Electronic City, Hosur Main Road, Electronics City Phase 1, Electronics City, Bangalore - 560100","","","Bengaluru","",12.8422557,77.6646801,"Karnataka","","",1,1,1,1,1,1,1,"20-01-2016","HSBC","Cafe Coffee Day","0","Offline","Food and Beverages",0
"23",26000,50000,3235,1500,5,"",3000,"","15% discount on a minimum bill of Rs. 300","","This offer is sourced from public domain with very high probability of acceptance. But we still insist you to please call the merchant directly to verify the validity of offer","This offer may not be clubbed with any other ongoing offers.","Please check the HSBC website for detailed T&C","",NA,"This offer is available exclusively to HSBC customers.  Offer is valid on Food & Beverage only, and not on merchandise or combo offers","Offline","",NA,NA,"NULL","01-01-2016","31-12-2016","Deal","Discount","Y","20-01-2016","","","Cafe Coffee Day","Cafe Coffee Day, Plot No. 39, 41 and 42, Velankani Dr, Electronics City Phase 1 Bangalore 560100","","","Bengaluru","",12.8479819,77.6579688,"Karnataka","","",1,1,1,1,1,1,1,"20-01-2016","HSBC","Cafe Coffee Day","0","Offline","Food and Beverages",0
"24",26000,50000,3236,1500,5,"",3000,"","15% discount on a minimum bill of Rs. 300","","This offer is sourced from public domain with very high probability of acceptance. But we still insist you to please call the merchant directly to verify the validity of offer","This offer may not be clubbed with any other ongoing offers.","Please check the HSBC website for detailed T&C","",NA,"This offer is available exclusively to HSBC customers.  Offer is valid on Food & Beverage only, and not on merchandise or combo offers","Offline","",NA,NA,"NULL","01-01-2016","31-12-2016","Deal","Discount","Y","20-01-2016","","","Cafe Coffee Day","INFOSYS JP TECH PARK, Plot 44,? Electronic City, Hosur Road, BANGALORE - 560100","","","Bengaluru","",12.8481154,77.6630678,"Karnataka","","",1,1,1,1,1,1,1,"20-01-2016","HSBC","Cafe Coffee Day","0","Offline","Food and Beverages",0
"25",26000,50000,3239,1500,5,"",3000,"","15% discount on a minimum bill of Rs. 300","","This offer is sourced from public domain with very high probability of acceptance. But we still insist you to please call the merchant directly to verify the validity of offer","This offer may not be clubbed with any other ongoing offers.","Please check the HSBC website for detailed T&C","",NA,"This offer is available exclusively to HSBC customers.  Offer is valid on Food & Beverage only, and not on merchandise or combo offers","Offline","",NA,NA,"NULL","01-01-2016","31-12-2016","Deal","Discount","Y","20-01-2016","","","Cafe Coffee Day","Konappana Agrahara,  Electronics City, Bangalore - 560100","","","Bengaluru","",12.854899,77.6679292,"Karnataka","","",1,1,1,1,1,1,1,"20-01-2016","HSBC","Cafe Coffee Day","0","Offline","Food and Beverages",0
"26",26000,50000,3240,1500,5,"",3000,"","15% discount on a minimum bill of Rs. 300","","This offer is sourced from public domain with very high probability of acceptance. But we still insist you to please call the merchant directly to verify the validity of offer","This offer may not be clubbed with any other ongoing offers.","Please check the HSBC website for detailed T&C","",NA,"This offer is available exclusively to HSBC customers.  Offer is valid on Food & Beverage only, and not on merchandise or combo offers","Offline","",NA,NA,"NULL","01-01-2016","31-12-2016","Deal","Discount","Y","20-01-2016","","","Cafe Coffee Day","NO.138,Old Mahabalipuram Road,SholinganallurCHENNAI0-600119","","","Chennai","",12.8612922,80.2266117,"Tamil Nadu","","",1,1,1,1,1,1,1,"20-01-2016","HSBC","Cafe Coffee Day","0","Offline","Food and Beverages",0
"27",26000,50000,3241,1500,5,"",3000,"","15% discount on a minimum bill of Rs. 300","","This offer is sourced from public domain with very high probability of acceptance. But we still insist you to please call the merchant directly to verify the validity of offer","This offer may not be clubbed with any other ongoing offers.","Please check the HSBC website for detailed T&C","",NA,"This offer is available exclusively to HSBC customers.  Offer is valid on Food & Beverage only, and not on merchandise or combo offers","Offline","",NA,NA,"NULL","01-01-2016","31-12-2016","Deal","Discount","Y","20-01-2016","","","Cafe Coffee Day","Accenture, Food court, Old Mahabalipuram Road, Sholiganallur, Chennai-600119-","","","Chennai","",12.8765307,80.2269371,"Tamil Nadu","","",1,1,1,1,1,1,1,"20-01-2016","HSBC","Cafe Coffee Day","0","Offline","Food and Beverages",0
"28",26000,50000,3244,1500,5,"",3000,"","15% discount on a minimum bill of Rs. 300","","This offer is sourced from public domain with very high probability of acceptance. But we still insist you to please call the merchant directly to verify the validity of offer","This offer may not be clubbed with any other ongoing offers.","Please check the HSBC website for detailed T&C","",NA,"This offer is available exclusively to HSBC customers.  Offer is valid on Food & Beverage only, and not on merchandise or combo offers","Offline","",NA,NA,"NULL","01-01-2016","31-12-2016","Deal","Discount","Y","20-01-2016","","","Cafe Coffee Day","Cafe Coffee Day, 3 East Block Tilak Nagar Main Road , Jayanagar , Bangalore -  560076","","","Bengaluru","",12.8845097,77.6035522,"Karnataka","","",1,1,1,1,1,1,1,"20-01-2016","HSBC","Cafe Coffee Day","0","Offline","Food and Beverages",0
"29",26000,50000,3245,1500,5,"",3000,"","15% discount on a minimum bill of Rs. 300","","This offer is sourced from public domain with very high probability of acceptance. But we still insist you to please call the merchant directly to verify the validity of offer","This offer may not be clubbed with any other ongoing offers.","Please check the HSBC website for detailed T&C","",NA,"This offer is available exclusively to HSBC customers.  Offer is valid on Food & Beverage only, and not on merchandise or combo offers","Offline","",NA,NA,"NULL","01-01-2016","31-12-2016","Deal","Discount","Y","20-01-2016","","","Cafe Coffee Day","No 524, 60ft Rd , Vijaya Bank Layout,  Opp Police station, Belekahalli, Begur Hobli, Bangalore - 560076","","","Bengaluru","",12.8845097,77.6035522,"Karnataka","","",1,1,1,1,1,1,1,"20-01-2016","HSBC","Cafe Coffee Day","0","Offline","Food and Beverages",0
"30",26000,50000,3246,1500,5,"",3000,"","15% discount on a minimum bill of Rs. 300","","This offer is sourced from public domain with very high probability of acceptance. But we still insist you to please call the merchant directly to verify the validity of offer","This offer may not be clubbed with any other ongoing offers.","Please check the HSBC website for detailed T&C","",NA,"This offer is available exclusively to HSBC customers.  Offer is valid on Food & Beverage only, and not on merchandise or combo offers","Offline","",NA,NA,"NULL","01-01-2016","31-12-2016","Deal","Discount","Y","20-01-2016","","","Cafe Coffee Day","BANNERGHATTA MAIN ROAD, B/W ACCENTURE & SAGAR AUTOMOBILES, Bangalore-560076","","","Bengaluru","",12.8845097,77.6035522,"Karnataka","","",1,1,1,1,1,1,1,"20-01-2016","HSBC","Cafe Coffee Day","0","Offline","Food and Beverages",0
"31",26000,50000,3247,1500,5,"",3000,"","15% discount on a minimum bill of Rs. 300","","This offer is sourced from public domain with very high probability of acceptance. But we still insist you to please call the merchant directly to verify the validity of offer","This offer may not be clubbed with any other ongoing offers.","Please check the HSBC website for detailed T&C","",NA,"This offer is available exclusively to HSBC customers.  Offer is valid on Food & Beverage only, and not on merchandise or combo offers","Offline","",NA,NA,"NULL","01-01-2016","31-12-2016","Deal","Discount","Y","20-01-2016","","","Cafe Coffee Day","590, 445/1, BTM 2ND STAGE, 29TH MAIN,6TH CROSS, BANGALORE - 560076","","","Bengaluru","",12.8845097,77.6035522,"Karnataka","","",1,1,1,1,1,1,1,"20-01-2016","HSBC","Cafe Coffee Day","0","Offline","Food and Beverages",0
"32",26000,50000,3249,1500,5,"",3000,"","15% discount on a minimum bill of Rs. 300","","This offer is sourced from public domain with very high probability of acceptance. But we still insist you to please call the merchant directly to verify the validity of offer","This offer may not be clubbed with any other ongoing offers.","Please check the HSBC website for detailed T&C","",NA,"This offer is available exclusively to HSBC customers.  Offer is valid on Food & Beverage only, and not on merchandise or combo offers","Offline","",NA,NA,"NULL","01-01-2016","31-12-2016","Deal","Discount","Y","20-01-2016","","","Cafe Coffee Day","Shoppers Stop, N.S Palya, Bannerghatta Road,  Bangalore - 560076","","","Bengaluru","",12.8871338,77.5951349,"Karnataka","","",1,1,1,1,1,1,1,"20-01-2016","HSBC","Cafe Coffee Day","0","Offline","Food and Beverages",0
"33",26000,50000,3250,1500,5,"",3000,"","15% discount on a minimum bill of Rs. 300","","This offer is sourced from public domain with very high probability of acceptance. But we still insist you to please call the merchant directly to verify the validity of offer","This offer may not be clubbed with any other ongoing offers.","Please check the HSBC website for detailed T&C","",NA,"This offer is available exclusively to HSBC customers.  Offer is valid on Food & Beverage only, and not on merchandise or combo offers","Offline","",NA,NA,"NULL","01-01-2016","31-12-2016","Deal","Discount","Y","20-01-2016","","","Cafe Coffee Day","Cafe Coffee Day, 13th Cross, Hulimaavu , Bannerghatta Road Bangalore -  560076","","","Bengaluru","",12.88903,77.5993322,"Karnataka","","",1,1,1,1,1,1,1,"20-01-2016","HSBC","Cafe Coffee Day","0","Offline","Food and Beverages",0
"34",26000,50000,3251,1500,5,"",3000,"","15% discount on a minimum bill of Rs. 300","","This offer is sourced from public domain with very high probability of acceptance. But we still insist you to please call the merchant directly to verify the validity of offer","This offer may not be clubbed with any other ongoing offers.","Please check the HSBC website for detailed T&C","",NA,"This offer is available exclusively to HSBC customers.  Offer is valid on Food & Beverage only, and not on merchandise or combo offers","Offline","",NA,NA,"NULL","01-01-2016","31-12-2016","Deal","Discount","Y","20-01-2016","","","Cafe Coffee Day","#22, JP NAGAR 3rd PHASE, BANNERGHATTA ROAD, BANGALORE - 560076","","","Bengaluru","",12.88903,77.5993322,"Karnataka","","",1,1,1,1,1,1,1,"20-01-2016","HSBC","Cafe Coffee Day","0","Offline","Food and Beverages",0
"35",26000,50000,3254,1500,5,"",3000,"","15% discount on a minimum bill of Rs. 300","","This offer is sourced from public domain with very high probability of acceptance. But we still insist you to please call the merchant directly to verify the validity of offer","This offer may not be clubbed with any other ongoing offers.","Please check the HSBC website for detailed T&C","",NA,"This offer is available exclusively to HSBC customers.  Offer is valid on Food & Beverage only, and not on merchandise or combo offers","Offline","",NA,NA,"NULL","01-01-2016","31-12-2016","Deal","Discount","Y","20-01-2016","","","Cafe Coffee Day","BEHIND HSBC,  Bannerghatta Road, BANGALORE-560076","","","Bengaluru","",12.892714,77.598958,"Karnataka","","",1,1,1,1,1,1,1,"20-01-2016","HSBC","Cafe Coffee Day","0","Offline","Food and Beverages",0
